marker,complexity,velocity
internet_software_services,20.157056945241376,0.013900436981706135
cloud_security,19.144738393428646,0.007930939687754561
cyberattack,15.876442549842558,0.00521898838144742
oracle_corp,15.476744453504315,0.0026470196363489176
data_security,16.103025619718338,0.00423320757389983
amazon_web_services,39.7811758687499,0.0018931376500807009
systems_software,26.679009528862096,0.001763274310164252
cisco,34.60914941033945,0.001017825008306194
schneider_electric,54.1552878739966,0.0004604245687946827
arm_holdings,16.63257112752049,0.0007353300805658668
data_management_software,29.785991448231588,0.0015600466158794196
phishing_attack,33.5234984418425,0.0010186682767472101
cyber_risk,22.97753751993562,0.0017168945459083772
supercomputer,31.016808705710563,0.0009233789429124131
contact_center,36.07412538939216,0.0010776970676183231
ransomware_attacks,52.89565058198574,0.000863506883600284
data_breach,29.108562492913514,0.001181419085863279
natural_language_processing,37.940867149431675,0.0008011050189651072
data_storage_device,29.278444017545436,0.0014462053763422726
educational_software,26.729865189961238,0.0009824077337835262
google_cloud_platform,46.87302298027789,0.000596190787798243
assessment_software,43.047851008993874,0.0004680139847638258
irisity,21.44222407756379,0.0009149462585022541
cloud_platform,56.05464336343926,0.0008264030721955842
arista_networks,35.393663255035136,0.0001399825612086398
gitlab,56.64665260135,6.9148012163304e-05
contact_center_software,53.514321806323075,0.00021081711025397557
twilio,75.35877893762121,0.0001062518235680037
escrow,28.188564576313183,0.0006332945992029426
content_delivery_network,30.379055439411466,0.0003035766387657248
azure_cloud,50.40750558054656,0.0003879034828673151
cloudflare,43.501226758741325,0.00015853446691098963
education_resources,49.735670530106994,0.00040392558324661726
software_services,54.36726796686689,0.000553184097306432
fortinet,42.97116227578665,0.00015516139314692603
customer_retention_rate,39.87873076780883,0.00048825242734820744
conversational_artificial_intelligence,49.47074226012588,0.0002437045794535958
nutanix,59.958962616537534,6.240186463517677e-05
security_software,32.47807289198597,0.0004553649581485873
international_schools,48.010241937451006,0.00034489679237550405
vmware,54.06347786879971,0.00027153243800712054
powerschool,20.631485853792746,0.00015010178250083063
verizon_media,61.04823607112814,0.000311166054734868
aveva_group,395.29304069961853,3.79470798457156e-05
nec,56.822448990135804,0.00030694971252978847
juniper_networks,35.11826369361426,0.00010878162889105139
zuora,39.29571478438121,4.0476885168763316e-05
datadog,98.15771148562008,7.08345490453358e-05
docker,64.87753918187086,9.866240759886057e-05
domain_name_registry,27.73229324636197,4.5536495814858726e-05
fastly,75.8803682623152,2.6984590112508874e-05
motorola_solutions,15.946721006944431,7.758069657346301e-05
venture_capital_funding,107.93279930753641,0.00016612388288013275
sdl,233.2128623451807,6.577493839924038e-05
new_relic,95.55825940903043,2.6984590112508874e-05
anti_virus_software,25.763150210674073,0.00013660948744457618
techcrunch,73.74289809047809,0.00018636232546451442
enterprise_infrastructure_software,286.8346495925108,6.240186463517677e-05
netapp,38.96167672197433,9.866240759886057e-05
economic_inequality,43.27274655685,0.00039043328819036283
pure_storage_inc,52.021428777569525,6.66182068402563e-05
bandwidth_inc,6.809968246653275,2.5298053230477068e-05
ncc_group,507.61366566083944,2.614132167149297e-05
xeon,22.49336629864324,9.950567603987647e-05
dynamics_365,166.5567630669097,0.00012396046082933763
timing_system,19.408971598543523,0.00011299797109613092
cash_conversion_cycle,116.48386012846925,0.000138296024326608
kubernetes,99.04149661824133,0.00011468450797816274
docebo,16.34331212831883,1.2649026615238534e-05
zoom_video_communications,62.76735336445563,8.517011254260613e-05
splunk_inc,111.41464572729576,6.99912806043199e-05
talkdesk,134.75568417413402,1.855190570234985e-05
mongodb,70.41847912638134,6.9148012163304e-05
actuate,392.538044755249,4.132015360977922e-05
synaptics,8.548768554136656,3.288746919962019e-05
dynatrace,77.6240380686887,5.312591178400185e-05
dgx,34.51900667240172,8.348357566057433e-05
customer_data_platform,33.4787029003792,4.890956957892234e-05
xplore_technologies,262.1356671333559,4.3849958932826916e-05
