marker,complexity,velocity
diabetes,20.187275952090175,0.0069881655706987835
alzheimers_disease,24.575180156247114,0.0028561502097208613
weight_loss,17.4185719280837,0.0021655133565288373
eli_lilly,96.75224469633908,0.0010405932562136235
metastat,52.714693300374215,0.001503547630331354
abbvie,67.58466046579571,0.0010245711558343213
inflation_reduction_act_2022,11.412792742258747,0.002183221993790171
astrazeneca,84.63205422681052,0.0009284385535585085
novo_nordisk,79.31304793973477,0.0007867694554678369
epilepsy,28.706087169155506,0.0006881070478689763
weight_loss_drug,42.63885385632104,0.0007656877444424394
bristolmyers_squibb,117.62255325500928,0.0006628089946384994
whistleblower,7.730145626408695,0.0011198604896691185
amgen,152.94382840023394,0.00047981974293804846
jardiance,131.3316596540592,0.00017034022508521227
catheter,26.630141996071476,0.0008086944349342505
medtronic,44.882616177077196,0.00035754581899074265
ketone,28.083609852586854,0.0002951439543555658
moderna,40.443754702558266,0.0004275370995950624
continuous_glucose_monitor,75.58764719807225,0.00033056122887823374
prevnar,57.34279360091727,0.00011974411862425815
novartis,90.92285210199718,0.00057004946612675
health_care_technology,26.80114976535197,0.0008264030721955842
feature_vaccination_status,6.89724626459146,0.0011198604896691185
contact_lenses,57.001945735831406,0.00027153243800712054
baxter_international,35.49195998267352,0.000484036085143128
health_care_supplies,13.320320601659184,0.0014411457656961768
humira,123.91926004334665,0.0002555103376278184
aspirin,21.79144710500385,0.0002116603786949915
glaxosmithkline,94.56092896136931,0.00036935157716496526
gilead_sciences,73.49989563740422,0.0003558592821087108
biogen,83.47842701685389,0.0002909276121504863
radiation_therapy,12.193663058977116,0.0003617621611958221
mirum_pharmaceuticals,15.322117246509972,4.216342205079512e-05
fresenius_medical_care,85.01496333987178,0.0001475719771777829
boehringer_ingelheim,69.40604280729163,0.00017371329884927585
daiichi_sankyo,169.03211829964866,0.00013745275588559209
abbott_laboratories,85.54930674429464,0.0002470776532176594
roche,228.80167406830734,0.00012564699771136945
phreesia,4.07181111089258,8.179703877854253e-05
mckesson,131.31402016548623,0.00011721431330121043
formycon,145.66297277673843,2.445478478946117e-05
genentech,165.85359805493837,0.0002816516592993114
price_negotiation,73.5759317952011,0.00027912185397626363
poseida_therapeutics,41.097108336578046,5.818552243009727e-05
dexcom,29.201591432347957,0.00010878162889105139
coronavirus_test,66.09731836917082,0.00026394302203797744
iqvia,36.678498238883776,0.00018973539922857802
command_center,14.288667237130122,0.0004283803680360784
crispr_therapeutics,48.60798895743908,3.8790348286731506e-05
nsaid,29.696334346046893,0.00012986333991644896
janssen_pharmaceutical,185.03921886682846,0.000138296024326608
valoe,86.44261635432711,3.71038114046997e-05
madrigal_pharmaceuticals,45.84909911869844,2.614132167149297e-05
amicus_therapeutics,2.818498989546418,3.1200932317588385e-05
opdivo,146.6685091735933,7.758069657346301e-05
ionis_pharmaceuticals,55.819508235977125,8.769991786565383e-05
talcum_powder,41.25633369508265,8.264030721955844e-05
celgene,197.95442447585933,0.00014588544029575112
apellis_pharmaceuticals,37.657230144569056,0.00010287874980394009
novavax,257.38316120614553,5.987205931212907e-05
eliquis,250.82114206469404,9.191626007073335e-05
stelara,225.40259952193864,9.022972318870154e-05
royalty_pharma,52.941202768021576,3.62605429636838e-05
cormedix,3.2414301879357335,3.37307376406361e-05
eid_holiday,13.041023233518452,0.000215876720900071
chugai_pharmaceutical,123.49105669794992,5.481244866603366e-05
hutchison_china_meditech,70.84155723262404,4.3849958932826916e-05
springworks_therapeutics,43.70379310375562,4.722303269689053e-05
cdk_global,191.3326292800337,7.16778174863517e-05
acadia_healthcare,6.744802116409706,2.6984590112508874e-05
fortive,165.1468606765727,7.842396501447892e-05
arcellx,13.10714820008211,2.782785855352478e-05
cartesian,26.657221532002232,8.854318630666975e-05
