marker,complexity,velocity
local_air_temperature,6.081375200642302,0.03370037997675952
feature_gender,1.773731601453135,0.048589127571336294
forest,4.754404188055088,0.011099942489092322
opinion,7.412045781208373,0.02625769271635317
library,3.1879414184282497,0.014358331745177769
polymer,25.295181001465238,0.0036429196651886985
conflict_of_interest,31.141625413920746,0.005429805491701396
nitrogen,29.469274578604548,0.0026048562142981222
face_mask,3.5579225291229393,0.006503286217114638
antioxidants,22.882701258913766,0.0018737424759373348
irrigation,8.184483716118415,0.003435475628698786
forests,10.491811943414598,0.003361268005889387
groundwater,18.901040504568165,0.0016376273124528826
wildlife,4.633793556433899,0.007600378458876327
drinking_water,8.940243822497768,0.004802413771585564
wastewater,14.289496920649583,0.002744838775506762
marine,5.730889228184231,0.005580750542643243
adhesive,22.71160276052047,0.002383919882751956
coupling,12.939872368232589,0.002857836746602893
landfill,15.13909252991935,0.00202300098999715
xref,69.13273685315323,0.0005514975604244001
poverty,4.189009609292831,0.008432684410159026
biodiversity,14.39083033477711,0.0039161386400778505
water_quality,14.155337998750248,0.0021191335922729625
search_engine_marketing,33.86076162337449,0.0009233789429124131
shi,21.262273399090468,0.0035282351572105356
home_furnishings,2.422592175218474,0.0036370167861015865
inequality,5.325486956997808,0.005115266363202464
sdg,18.81853520863479,0.002437045794535958
feature_reusability,17.052972360606038,0.0029809539389912152
vacuum,9.836354368812989,0.003283687309315924
methanol,41.960632515355826,0.0007715906235295506
graphene,24.8573864323772,0.0008542309307491091
soft_flooring,3.7779026758914718,0.0026638850051692357
fish_farming,13.414016553789445,0.0009790346600194626
hazardous_waste,10.881157952240745,0.001461384208280559
phenol,57.30161941801346,0.00057004946612675
water_conservation,17.5265888855305,0.001279238225021124
needles,8.773080971711464,0.0019724048835361957
cellulose,35.47297359853748,0.0007353300805658668
climate_protection,11.944498617510035,0.003061907709328742
waste_incineration,14.591980122864863,0.0010945624364386412
desalination,14.595680764374716,0.0006341378676439585
public_land,3.7003649213724676,0.0013610352637996664
carbon_fiber,19.1878689005136,0.0005801686874189408
polyethylene_terephthalate,25.36687192354452,0.0008896482052717769
pearson,19.205696877638164,0.0011274499056382614
surface_water,24.211507256331036,0.0008221867299905048
e_coli,28.031387288494074,0.0008542309307491091
revenue_passenger_miles,39.0953305058439,0.0009259087482354609
