marker,complexity,velocity
higher_education,1.5239357413561396,0.14645043015123177
pharmaceuticals,5.653932758049765,0.04135810068962493
report,2.0090911106936473,0.18447593396196185
health_care_sector,5.158962106882276,0.0439123607974621
feature_age,2.4640743416391584,0.10707654010331726
hospital,3.1351791593913907,0.05308965124103816
conference,2.6374983516852186,0.05137697303733487
feature_education_level,2.112633231805006,0.07094839028487294
prescription_drugs,5.9253146768111185,0.02821238896262803
lawsuit,3.8343237841001554,0.027670167355054804
restriction,4.391207866642902,0.032304770706878205
humanitarian_aid,3.4147449262188885,0.03249956571675287
clinical_trial,11.0468448636203,0.010334254744649883
crops,6.163877750367153,0.009610730422258238
asset_management,9.31190563409652,0.010076214601699017
settlement,6.308004119583141,0.01511558680521005
physical_discovery,2.4553606469786504,0.06751291465617416
secondary_offering,6.671739372404285,0.014274004901076177
biotechnology,11.468957691928942,0.01018246642526702
pharmacy,14.372428636719945,0.0051852576438067835
health_care_equipment,11.308708746431638,0.007188020191219551
epidemic,9.99557815985371,0.009598924664084017
life_sciences_tools_services,11.173669260326214,0.008634225567561825
patent,3.8296123196040446,0.030409103251474456
health_care_services,13.814697716232768,0.00592902040878281
press_conference,2.4686258976382423,0.012321838460124366
company_creation,7.798140016160856,0.005297412346461899
investment_company,9.08955271560998,0.007849985917417035
health_care_providers,12.513970393829267,0.0034675198294573904
seeds,9.838430835119778,0.003439691970903866
feature_demographic,11.212293413628363,0.006313550817886062
continuing_education,9.293160419437532,0.0037323061199363836
tax_credit,9.362223768844869,0.0037635070522539717
cardiovascular_disease,18.09446543430504,0.0036488225442758092
reagent,39.459146349363806,0.0014360861550500818
attenuator,39.76089992027693,0.0014124746387016364
health_wellness_services,11.496054649231226,0.003654725423362921
personal_products,20.50936972662028,0.002609072556503202
supplements,23.692366152245864,0.0027524281914759053
emerging_market,16.55508213032763,0.003550160136676949
backlog,23.80772124117884,0.0026731609580204103
anticompetitive_practices,12.476653953317403,0.0024918582432019915
healthcare_access,24.81294942440105,0.0024471650158281485
industrial_park,30.858140495308547,0.0017287003040826001
diagnostic_test,44.644692206041434,0.0012758651512570602
coronavirus_vaccine,58.103247590307404,0.0011527479588687383
tencent,28.077702330013146,0.001460540939839543
health_care_facilities,18.555787268491088,0.001769177189251363
clinical_development,40.841996308059244,0.0015895610113149758
polyvinyl_chloride,20.07917907830581,0.0013138122311027762
globalization,23.33950260052995,0.001328991063041062
adobe,20.766341912382412,0.0005919744455931635
workstation,38.02105545195259,0.0008508578569850455
class_action_lawsuit,34.32715601463544,0.0015414947101770695
producer_price_index,32.724593669833276,0.0008179703877854254
tuberculosis,29.09944453427202,0.001069264383208164
customer_preference,24.144986504646752,0.0012497238295855672
financial_exchanges_data,21.336257954931405,0.0016603955603603118
generic_drug,110.94549544781574,0.00047981974293804846
accounting_audit_services,33.97549976604095,0.001702558982411107
profit_margin,22.508180420949902,0.001511980314741513
polio,65.27608197037804,0.0009343414326456197
intl_cooperation,12.55323396509333,0.002501977464494182
patent_application,1.6306290577335736,0.033873250007167774
npc,25.580846348417367,0.00026225648515594563
esg_ratings,169.17787248193068,0.0002808083908582955
industrial_production,27.645912928514054,0.0010574586250339418
msci,37.74128870607926,0.0011333527847253728
disposable_personal_income,35.56696542290001,0.0007741204288525985
other_income,40.47268054817944,0.0008415819041338705
toxic_materials,33.765803199825164,0.0007783367710576779
wuxi_apptec,718.7250105016967,6.66182068402563e-05
transaction_costs,29.503123164424274,0.0011257633687562297
academic_journal,48.32275676521493,0.0006198023041466881
wechat,49.165061604985496,0.0006400407467310698
sinovac_biotech,1932.617347858413,2.2768247907429363e-05
tcm,342.8898743186881,0.0001416690980906716
coronavirus_infections,56.34354835761797,0.0005565571710704955
new_facility_construction,64.19472620728182,0.0008154405824623774
socioeconomic_development,21.10836376247544,0.0010077057870140032
outpatient_care,74.88709223778874,0.00034911313458058356
baidu,83.53258605746859,0.00031706893382197926
hepatitis_b,66.86140762621322,0.00033899391328839277
business_confidence,14.590462363543752,0.00124297768205744
cholera,54.973104749711815,0.0004806630113790643
sg_&_a,76.13355891672437,0.0007749636972936144
sars,100.2533323670063,0.0002808083908582955
high_margin_sales,105.63836451681878,0.0005017447224044619
non_prescription_drugs,120.33546162416049,0.0002217795999871823
sales_performance,64.77185417610397,0.0004266938311540466
sino,31.333751225001805,0.0004562082265896032
loss_by_share,132.3415429403874,0.00040392558324661726
feature_skills,13.362593531126253,0.0005540273657474479
sse,32.41797878624898,0.0012463507558215037
health_care_equipment_supplies,87.96426834574442,0.0002538238007457866
smallpox,100.45610447608898,0.0003136958600579157
innovation_inc,109.63115605144101,0.00023358535816140493
informa,112.06561397393392,0.0002200930631051505
net_earnings_from_continued_operations,123.58161378972343,0.0002251526737512459
beijing_tongrentang,2279.9696661713942,6.7461475281272185e-06
licensing_deal,120.50699229431206,0.0002125036471360074
patent_granted,129.84845122965882,0.00019226520455162575
acucort,6.013740087716567,1.0119221292190829e-05
geovax_labs,21.36972554125283,1.4335563497270342e-05
total_dividends,127.56902771810269,0.00020491423116686427
exercise_price,23.836649352090014,0.001355132384712555
sinopharm_group,1816.7420397098585,1.0119221292190829e-05
til_limited,200.69343288872057,0.0002445478478946117
mabpharm,1947.7934427098087,9.275952851174926e-06
innovent_biologics,212.30476674199173,8.854318630666975e-05
china_shineway_pharmaceutical_group,2313.648732607139,6.7461475281272185e-06
jiangsu_hengrui_medicine,651.0911029603664,3.54172745226679e-05
