marker,complexity,rank
omv_petrom,0.00045726709988743575,bottom
cotton,0.0006080232613168566,bottom
petrobras,0.008944249125327973,bottom
ebitda,0.009177952976532221,bottom
import_ban,0.009633867650801958,bottom
adnoc,0.013477706783197211,bottom
royal_dutch_shell,0.013711883639662132,bottom
omv,0.014630140239369939,bottom
almarai,0.01585273123158902,bottom
printed_circuit_board,0.01594523629051958,bottom
petroleum_coke,0.12418147786631674,top
oil_gas_services,0.12692459726674832,top
gamesa,0.12720070841235231,top
oversupply,0.1403517246225591,top
energy_equipment_services,0.14577861984939633,top
grp,0.16464822801996637,top
rabigh_refinery_petrochemical,0.1782094973877007,top
inpex,0.23465539541339395,top
dowa_holdings,0.30892252518296287,top
mitsubishi_materials,0.31945024865825816,top
