marker,complexity,rank
brake_pad,0.0325257389512342,bottom
globalfoundries,0.03756678565612548,bottom
construction_equipment,0.040840699770220104,bottom
beml,0.06160339393262819,bottom
evgo,0.06379208719867216,bottom
micromobility,0.06948738524927978,bottom
bicycle,0.0733974712048169,bottom
chargepoint,0.07555219264313022,bottom
axle,0.08776557463723375,bottom
city_bus,0.09141064809328778,bottom
c3,14.874573808377429,top
ram_1500,16.09159368672341,top
dacia_spring,16.166279197593187,top
return_on_sales,17.12656889584818,top
subcompact,17.464864519613975,top
wholesales_vehicle_sales,18.38955972521566,top
compact_car,21.22129098351509,top
tesla_powerwall,24.83538076733442,top
ford_super_duty,24.948642124398003,top
dealer_inventory,26.9027007882168,top
