marker,complexity,rank
solera,0.00627723431490213,bottom
vitamin,0.01245697511456832,bottom
turmeric,0.012903875675238617,bottom
danone,0.017648667280072732,bottom
eggs,0.017871604974102954,bottom
hormel_foods,0.02216060941722124,bottom
nuts,0.023290488810363635,bottom
toaster,0.023869305650840795,bottom
vine,0.02779617505145256,bottom
coffee,0.02880496995340973,bottom
oat_milk,0.6815472018233073,top
lays,0.6880263540611385,top
chocolate_chips,0.7925275726116837,top
pepsi,0.8579870612582869,top
monster_beverage,0.9024188542984313,top
brown_sugar,0.9242637472926319,top
monster_energy,0.9752193224317234,top
dr_pepper_snapple,1.1358738162849014,top
fanta,1.4897809458165405,top
sprite,2.0107533303696052,top
