marker,complexity,rank
stag_industrial,4.6257226114108775e-06,bottom
sodexo,0.0005909996863529549,bottom
royalty_pharma,0.0006210112241947038,bottom
kkr,0.0010229544064317047,bottom
enforcement_action,0.0013687392775251317,bottom
valneva,0.0014226780617258579,bottom
staffing,0.0016789156503539129,bottom
legal_services,0.002788439506321796,bottom
neurocrine_biosciences,0.0031024071497178763,bottom
special_purpose_acquisition_company,0.0034028862518136324,bottom
tata_teleservices_maharashtra,0.3760521721698432,top
motilal_oswal_financial_services,0.41516465367748434,top
indusind_bank,0.41561899638963484,top
hindustan_unilever,0.4200169837731086,top
bajaj_finserv,0.44417941851148474,top
nestle_india,0.45296202822125053,top
adani_gas,0.47245128337207115,top
rail_vikas_nigam,0.4865692879622622,top
tata_consumer_products,0.5467427431384927,top
geojit_financial_services,0.7693487679822291,top
