marker,complexity,rank
candy_bar,0.018759722307789536,bottom
domain_name_registry,0.022455276764268017,bottom
video_conference_system,0.024738524627076944,bottom
patent_application,0.02675585024715626,bottom
amazon_web_services,0.031548152281886156,bottom
outage,0.03258669613108908,bottom
orange_belgium,0.0400719514189331,bottom
newspaper,0.042734666240050054,bottom
enterprise_server,0.0445895915575009,bottom
smart_glasses,0.04580101640296303,bottom
television_advertising,4.967105813526789,top
television_production,5.1609427335729965,top
capital_intensity,6.565364424435743,top
upload_speed,7.854826523005595,top
iptv,8.921195070732958,top
subscriber_base,9.123618062512199,top
subscriber_growth,12.328186803285773,top
satellite_television,12.769409859815143,top
low_margin_sales,14.069000162113793,top
tva_group,17.046037402214562,top
