marker,complexity,rank
air_purifier,0.014015631988918928,bottom
a_bet,0.016471085248291127,bottom
vacuum,0.033598813048106684,bottom
sports_betting,0.04024462920245643,bottom
for_a_fee_or_free,0.043336030530960065,bottom
garmin,0.051077708348028196,bottom
apple_iphone,0.05470009539500389,bottom
samsung_galaxy,0.05690352131079943,bottom
apple_hardware,0.06358725266823219,bottom
logitech_international,0.06533436615535111,bottom
dolby_vision,1.5155068014290236,top
streaming_player,1.6153628179166282,top
smart_speaker,1.8843864287291328,top
amazon_fire_tv,2.0477237073365337,top
apple_homekit,2.1977076638164967,top
apple_airplay,2.209635993969153,top
tvos,2.282697362346915,top
android_tv,2.577296497830282,top
chromecast,2.9295154100296563,top
google_assistant,3.010880397083528,top
