marker,complexity,rank
fire_insurance,0.00899517378005013,bottom
metro_bank,0.018850307250668646,bottom
caixabank,0.037919800463989836,bottom
escrow,0.06613570098284012,bottom
south_indian_bank,0.06853320065899646,bottom
mortgages,0.07278665167355924,bottom
sysco,0.0777901746222768,bottom
karur_vysya_bank,0.0826517872595579,bottom
slm_corporation,0.08347821372815098,bottom
feature_public_or_private,0.08819282710727723,bottom
net_promoter_score,4.856020099326858,top
fee_revenue,5.00696956010384,top
loan_balances,5.323938992903261,top
fee_income,5.353178141543972,top
operating_leverage,5.606564435074468,top
first_republic_bank,5.629718940079155,top
cost_of_risk,6.6812848605611315,top
funding_costs,7.0858339732319475,top
risk_weighted_assets,7.320701504539407,top
asset_growth,9.224922268231277,top
