marker,complexity,rank
city_office_reit,5.476474457732764,bottom
gcm_grosvenor,6.203948117939274,bottom
enforcement_action,9.287571851397026,bottom
viridian_therapeutics,10.166418400515491,bottom
columbia_financial,10.549845029017504,bottom
philanthropy,10.801290569903742,bottom
revolut,11.19028408391168,bottom
capital_one,12.113175238836636,bottom
8_k,12.533625599158324,bottom
futures,15.373190009897083,bottom
td_securities,123.22978658658523,top
ma_advisory,128.5343329877836,top
toronto_dominion_bank,133.7107300784982,top
fee_revenue,138.86078145037337,top
svb_financial,143.4795030113453,top
charles_schwab,182.71936044966725,top
jpmorgan_chase_corporate_and_investment_bank,200.36148773157132,top
first_republic_bank,258.80842096167726,top
bb_t,268.1038811471177,top
common_shareholder_equity,321.7053648470256,top
